Student Number;Question 1 ID;Question 2 ID;Question 3 ID;Question 4 ID;Question 5 ID
9732;159;13236;527;114;12729
9733;2202;13229;3859;15147;12752
9734;12797;13228;471;3917;12812
9735;159;15403;13509;13517;537
9736;194;114;15050;5584;436
9737;12817;13201;15064;716;12721
9738;13231;1109;15415;12179;1608
9739;810;5553;818;15057;2214
9740;716;15061;15065;12803;1011
9741;66;2371;12745;2202;172
9742;537;12817;15063;12710;172
9743;3917;12179;15413;15063;13239
9744;337;114;12812;708;12109
9745;716;697;226;13217;15051
9746;13211;12208;2371;92;12797
9747;13282;12812;190;13231;15014
9748;13241;13292;13230;15872;13080
9749;3855;5916;1630;12810;999
9750;2355;713;243;5584;714
9751;1143;27;13229;754;276
9752;12709;3855;13080;15415;3859
9753;12179;13229;1049;13509;5580
9754;5456;15872;1140;15014;2355
9755;12814;167;194;15011;12171
9756;13221;456;12718;15872;12929
9757;2517;13231;575;436;2511
9758;13292;456;167;12790;13517
9759;13509;12754;3855;15053;5594
9760;527;15063;2234;2343;12803
9761;13201;12171;13;2514;12803
9762;12793;13277;13286;13215;575
9763;337;13231;13243;114;436
9764;92;1619;13517;13273;1135
9765;15415;817;15057;2497;1143
9766;1630;2489;13243;691;13211
9767;12710;5504;1135;15052;754
9768;2202;5504;5475;5456;242
9769;12810;276;167;13235;13074
9770;15053;13212;13514;13241;15865
9771;190;818;12776;166;12754
9772;12209;716;226;13230;12930
9773;714;2202;13221;2343;12814
9774;537;760;15415;910;243
9775;766;1119;13080;12797;2193
9776;337;2291;15051;2516;713
9777;5594;12817;810;2202;708
9778;1119;1109;2348;714;375
9779;2321;15061;15064;807;12776
9780;2354;12754;15053;159;13509
9781;13514;397;1135;13224;13074
9782;12754;15029;813;1011;15052
9783;12109;602;648;910;5475
9784;12932;12930;12171;223;12783
9785;13074;13275;13217;2214;5594
9786;2234;537;15053;471;1630
9787;12734;13222;13510;12710;13215
9788;12729;12752;15032;691;15403
9789;5916;13277;12710;13228;12783
9790;1014;242;66;12754;436
9791;155;12720;15011;12776;12721
9792;13221;1119;15011;166;12803
9793;12810;12709;13222;5584;159
9794;696;1112;691;2517;753
9795;13273;15052;753;1630;66
9796;2291;12716;12098;914;696
9797;226;15032;3917;602;155
9798;12709;15053;527;12721;13241
9799;13228;12734;130;2343;13292
9800;13282;13217;648;12716;999
9801;602;12793;5456;595;15065
9802;190;2516;436;15147;337
9803;12817;12810;397;13292;697
9804;276;713;810;13275;1014
9805;13234;13510;1140;13217;65
9806;809;1122;575;445;13235
9807;2514;12729;11542;102;15033
9808;102;5456;13201;12709;15063
9809;13273;2202;15063;13230;1608
9810;1014;13224;12208;12745;15050
9811;15872;13514;595;13274;1119
9812;2511;2504;12710;12797;15061
9813;337;15415;159;12817;1608
9814;810;537;12710;2504;754
9815;12720;190;1593;2516;12710
9816;13276;2354;13243;2511;1136
9817;12716;914;12812;190;12745
9818;1143;471;445;2202;12098
9819;445;537;753;2348;12674
9820;114;159;13273;602;3859
9821;15865;12745;13509;575;13292
9822;66;13235;65;13230;15057
9823;15014;13078;914;15403;691
9824;12709;13509;13517;2511;2321
9825;5475;15049;13201;13211;15011
9826;2514;45;1049;27;595
9827;5475;15065;1122;12711;2202
9828;648;13282;537;15064;5601
9829;5916;1143;276;242;13224
9830;15029;2514;999;12930;15032
9831;2193;809;15064;15030;11542
9832;12810;13514;13215;602;691
9833;1112;226;375;1634;13221
9834;713;12710;3855;12790;2193
9835;226;2511;15053;1593;15872
9836;130;11542;276;5553;12711
9837;602;12674;15053;12814;13278
9838;12812;807;12776;527;5561
9839;5594;1122;760;13207;914
9840;1014;13510;575;15032;15065
9841;2497;3855;691;15032;1136
9842;12745;2504;166;13241;1136
9843;223;456;337;155;66
9844;12109;1140;595;5580;2517
9845;1109;910;12711;818;537
9846;12710;12721;15147;15029;12817
9847;15865;2214;13235;337;15872
9848;713;5561;12812;1619;2193
9849;1049;12674;2497;2321;1112
9850;2291;12790;1619;13243;13239
9851;2497;13277;1135;2321;13509
9852;12803;375;5561;12209;13276
9853;12674;2214;753;2497;166
9854;276;13292;15063;818;15051
9855;999;15415;13217;13292;13201
9856;13509;2321;206;13239;12812
9857;12783;2516;817;13292;12810
9858;15011;13273;15033;243;15057
9859;13510;1593;696;12752;2193
9860;13222;12734;65;13080;13235
9861;375;12209;12729;12711;5456
9862;12209;13276;2497;130;445
9863;2511;2343;15032;13080;45
9864;2234;15052;2214;1110;1619
9865;242;754;1619;65;1143
9866;15014;456;13517;2371;471
9867;15014;13277;5601;190;1608
9868;754;910;12929;2504;760
9869;12797;2489;2208;527;15063
9870;15057;2517;1011;631;753
9871;2234;12729;2193;13277;1119
9872;15415;1109;436;172;12709
9873;809;807;276;1122;2516
9874;12752;1634;12208;15063;12817
9875;754;15061;12929;12179;2343
9876;12718;1119;13211;2497;12812
9877;15872;537;15051;66;810
9878;12754;13509;337;13230;537
9879;714;648;223;15065;397
9880;15064;809;13276;2354;766
9881;13243;5620;13234;226;15061
9882;2354;27;809;92;716
9883;5620;15064;13211;15053;13222
9884;2291;456;12716;15064;2517
9885;436;12803;456;12720;12709
9886;716;691;753;766;12810
9887;166;1593;102;92;12752
9888;13517;12790;15064;172;12812
9889;15051;5916;813;810;527
9890;13292;223;1109;65;12710
9891;12803;2516;13274;15064;155
9892;2321;471;13231;1634;15052
9893;12729;910;12171;375;3855
9894;2371;1119;243;602;12098
9895;12812;595;697;13236;5584
9896;15865;1143;13224;13241;910
9897;13236;456;166;5553;13229
9898;807;12718;13230;12812;337
9899;12720;1634;15063;2348;696
9900;12812;760;2354;15049;13510
9901;445;15415;1608;1135;13222
9902;5475;15032;716;5456;13217
9903;13231;2214;12721;13080;2511
9904;1119;12734;13228;13224;12171
9905;708;818;13243;1112;817
9906;1140;445;5594;65;15872
9907;12209;11542;5620;13514;2321
9908;15064;13211;631;190;167
9909;15032;15050;5456;5553;2504
9910;13239;12171;172;754;276
9911;2371;12810;172;12209;226
9912;436;243;167;15065;13074
9913;648;12721;537;13;130
9914;226;276;12745;13241;114
9915;12812;5553;818;15415;13224
9916;817;910;602;13235;242
9917;537;102;12783;13222;1634
9918;2511;648;713;1140;1014
9919;13236;155;13241;999;12208
9920;13221;691;2517;13292;697
9921;2355;15032;697;12208;1014
9922;13080;456;12783;159;12752
9923;1110;12109;13231;15030;13275
9924;11542;12814;12793;2208;5916
9925;45;13080;15057;13235;13211
9926;15063;631;12209;13222;12718
9927;2514;813;1630;691;1109
9928;166;13282;15872;12721;2291
9929;130;13074;337;206;12710
9930;696;817;130;1122;445
9931;15049;12109;13221;12098;1014
9932;12734;13212;337;12745;1630
9933;1608;12752;15147;13277;5584
9934;12710;1122;1011;648;809
9935;13286;2208;818;1619;12709
9936;375;2489;527;12109;2504
9937;13080;226;637;5916;810
9938;13080;92;13205;13;753
9939;15071;537;12754;13510;13273
9940;15051;5620;13277;12793;2348
9941;13234;13275;114;12752;15011
9942;12710;12776;914;12729;15030
9943;753;15872;13234;766;15053
9944;13510;2511;12716;65;708
9945;696;575;13239;602;12710
9946;12793;13292;5584;810;13212
9947;3917;13275;5456;713;1630
9948;13221;1049;12710;2497;13224
9949;5620;15413;5561;12812;15415
9950;15052;2514;12674;15051;13212
9951;807;13215;13230;15014;12754
9952;602;1630;1122;13211;15053
9953;167;754;999;3859;12710
9954;15011;5553;2371;5620;12803
9955;1119;15011;12709;13212;714
9956;12709;15029;337;15049;527
9957;13215;167;818;2214;456
9958;708;13;2343;5584;15413
9959;2489;5553;12776;15415;13222
9960;159;1608;13221;5504;1011
9961;13278;13514;15053;13080;766
9962;753;575;12710;5601;13235
9963;12720;13514;92;1593;13217
9964;766;15032;12208;13231;2193
9965;13234;2517;13205;12716;637
9966;13;2355;15872;818;5584
9967;631;190;12710;102;172
9968;807;13517;708;13215;15051
9969;12711;166;910;1014;471
9970;691;15011;13282;595;12109
9971;13230;5456;1593;13517;12179
9972;1608;13241;5553;1049;13239
9973;226;206;397;13278;13229
9974;1014;602;12720;12803;807
9975;2291;697;15051;12718;696
9976;12814;172;2511;15049;27
9977;1634;809;1122;15050;337
9978;15415;15052;15071;194;13276
9979;12098;190;5916;5456;13230
9980;12754;15052;12208;13207;471
9981;2489;15033;15052;12930;194
9982;436;2371;15872;12803;13243
9983;13236;12208;708;471;92
9984;12711;445;2489;159;13221
9985;13277;13078;15872;13282;631
9986;12790;2208;12710;3859;15051
9987;15033;13228;13234;13239;1143
9988;13215;13274;13224;13273;13241
9989;1608;194;15865;92;716
9990;595;2354;167;5584;2511
9991;12929;13212;102;5580;12812
9992;12721;15050;5504;65;5475
9993;13207;527;445;65;456
9994;13222;5456;1014;2193;13243
9995;13234;13510;2321;13509;226
9996;13217;102;15033;190;13230
9997;375;12208;631;716;15065
9998;12793;15403;12797;12710;13276
9999;1140;12710;15061;436;753
10000;15061;12776;2511;537;1135
10001;15029;12745;15032;5553;697
10002;1049;575;167;766;66
10003;3859;15071;2517;337;12209
10004;13211;13235;436;12208;13078
10005;66;12209;12721;2321;766
10006;172;2504;2343;2202;1619
10007;1143;1630;13211;5475;807
10008;13228;12729;13211;13235;12790
10009;15415;2517;12929;1634;12710
10010;1109;13215;12797;809;5553
10011;13231;713;575;1011;1135
10012;12734;276;15011;13275;810
10013;2354;13201;15872;13241;13074
10014;15029;12745;1119;1608;1109
10015;15872;166;1112;3859;637
10016;753;11542;13241;13207;12674
10017;12810;697;5475;2354;12710
10018;155;818;1143;1122;13282
10019;445;15063;12729;12810;2511
10020;15413;1112;13239;2348;914
10021;15065;397;66;5561;102
10022;2514;13201;2504;159;194
10023;15029;697;66;130;92
10024;11542;2371;12929;12721;1593
10025;194;575;12754;13215;13230
10026;13074;12711;15071;15030;999
10027;2193;15057;2511;3917;12776
10028;13278;914;13;713;5916
10029;13234;114;2321;813;66
10030;15052;12718;1014;13228;155
10031;13243;910;12803;167;13239
10032;15413;696;13236;3855;1110
10033;12745;13517;2517;13243;648
10034;3917;15063;166;12793;2514
10035;3917;1634;708;172;714
10036;12171;15415;1119;2511;13286
10037;13234;910;13222;1140;15029
10038;5553;12812;12932;5456;92
10039;12709;436;13236;13235;2291
10040;12674;12776;13236;243;809
10041;13231;13239;12734;12098;12754
10042;12109;5561;15071;15032;5580
10043;810;15050;15011;13212;5916
10044;716;1619;12716;13229;1112
10045;12674;1110;1608;818;3917
10046;5620;13239;1135;15415;436
10047;13274;12674;2489;2348;13
10048;1593;5475;12790;910;12929
10049;1634;13243;716;15403;13231
10050;2371;5475;708;595;15063
10051;12793;1122;914;708;1634
10052;2371;999;242;15033;12710
10053;1630;2516;5916;13205;12797
10054;12817;15050;15057;12729;13217
10055;1630;13217;708;2291;226
10056;12109;12810;817;2291;2208
10057;375;159;456;12734;206
10058;3859;716;15872;2208;5916
10059;13224;15052;1593;12734;716
10060;697;13234;242;807;206
10061;12776;66;12710;166;2371
10062;760;12718;537;15065;13229
10063;172;226;1593;5620;15014
10064;2291;27;2371;242;13222
10065;15052;5504;13234;910;2514
10066;65;5916;12720;13215;5594
10067;12179;159;817;697;13235
10068;12814;15051;11542;3855;5594
10069;2321;66;13236;13286;15872
10070;13230;45;1135;337;818
10071;12711;166;15033;13510;1011
10072;1049;537;697;65;15415
10073;15030;13509;1634;12817;713
10074;12752;226;436;637;12179
10075;648;15061;1011;809;1109
10076;15872;15403;13215;66;2517
10077;13078;65;194;12814;397
10078;12803;12734;5916;12721;172
10079;5916;15053;1619;445;12098
10080;760;12734;1109;817;696
10081;15052;2354;15049;2371;631
10082;13517;760;45;15051;2504
10083;602;242;696;194;595
10084;813;445;3855;12803;2516
10085;716;1049;1136;2516;15033
10086;13080;337;12710;12752;12720
10087;2193;12208;575;810;766
10088;2202;13277;914;760;12710
10089;1634;1011;2514;15872;65
10090;914;691;15029;5561;697
10091;754;2234;15029;13278;2497
10092;2234;807;5916;190;12745
10093;5456;12710;15051;12932;12729
10094;445;12109;12709;2354;766
10095;13243;190;166;15032;754
10096;15053;15011;15029;12710;1119
10097;13228;130;3855;2504;631
10098;130;2348;13275;471;12209
10099;13212;5594;172;527;15403
10100;13277;12797;12729;12783;13211
10101;12098;1119;15413;13;2208
10102;13231;15065;13078;697;13286
10103;65;708;13243;2202;5475
10104;226;766;2489;102;12932
10105;445;11542;206;754;5620
10106;810;13080;226;12797;13074
10107;206;15049;2291;13286;12776
10108;13207;648;13074;708;1109
10109;13230;5580;1014;12208;754
10110;166;13205;13514;5580;713
10111;810;15065;697;15063;15057
10112;12208;13229;1049;3859;243
10113;15050;12709;760;12098;5504
10114;1110;716;436;708;13282
10115;15064;45;5584;15030;15049
10116;13074;13212;1630;456;537
10117;696;15403;5601;15865;12932
10118;15872;2504;12734;12790;708
10119;602;713;691;15063;637
10120;3917;5456;12930;66;15415
10121;12932;631;766;1593;12797
10122;1143;1011;1122;716;11542
10123;2202;1140;13278;12179;13078
10124;102;13282;13276;471;15057
10125;15071;397;713;12793;2208
10126;5456;15011;12797;13239;1619
10127;2343;12721;12929;13282;13239
10128;15032;12109;5504;13224;12208
10129;818;13243;2511;15872;714
10130;190;375;602;15413;13212
10131;12790;65;13212;13278;5594
10132;66;15049;5580;15872;12734
10133;12720;15052;15413;12797;27
10134;914;190;999;15413;2511
10135;15415;5553;15052;159;15057
10136;13278;697;92;2371;397
10137;2343;15053;12790;5553;999
10138;5475;45;713;13074;12711
10139;15014;13229;13278;471;12814
10140;13509;12752;2371;456;595
10141;15064;1136;648;12797;13229
10142;12711;2371;15049;12754;2234
10143;15061;5475;2497;2193;12810
10144;1112;12814;527;2371;15051
10145;2355;15065;15413;595;3859
10146;2497;15057;242;13212;5580
10147;807;12721;1593;13231;223
10148;13080;13221;2355;813;631
10149;1140;92;15049;602;13234
10150;910;3859;2348;1136;691
10151;2202;13514;114;12734;243
10152;2355;5580;172;2504;12810
10153;13211;13074;12814;13278;12729
10154;155;13224;397;13276;697
10155;3855;12930;13292;13286;190
10156;456;92;713;1619;5553
10157;12098;12754;5504;1122;12797
10158;13212;15413;2354;13221;708
10159;648;45;13229;1109;13236
10160;13275;13215;1011;12930;13278
10161;15052;713;445;13235;5456
10162;5916;575;3917;13074;5584
10163;13201;13241;13212;1136;13509
10164;697;242;13276;5504;12109
10165;12209;1122;2489;1135;12674
10166;13217;12930;15049;2208;13080
10167;2371;1608;12929;810;13278
10168;12803;1110;5553;999;15033
10169;818;13282;12208;13217;5456
10170;1140;13286;1049;13517;12814
10171;172;5475;223;2504;1140
10172;13224;13230;5601;15032;13517
10173;13292;2514;223;12209;13217
10174;754;13217;15014;1112;12817
10175;2511;445;13292;166;13080
10176;13274;15053;13;15071;5561
10177;166;1608;13231;15030;809
10178;713;13215;15413;2202;12171
10179;12720;167;696;1608;5456
10180;12209;12709;2371;12810;12171
10181;12208;2214;2371;13221;3859
10182;15071;2234;13205;397;3917
10183;1011;13510;12929;15071;15032
10184;1608;12109;714;766;12793
10185;2489;13276;12674;1608;12754
10186;12803;697;13074;716;12812
10187;3917;13074;2321;708;1630
10188;1109;13230;27;12817;12776
10189;2489;12817;2291;13211;5553
10190;595;12729;13510;12810;1135
10191;15071;2489;13273;527;92
10192;2202;15011;223;1112;13211
10193;15030;456;13;1109;13517
10194;807;375;12710;2234;155
10195;13080;2348;13228;13211;13221
10196;1135;166;12814;12711;12754
10197;1140;15071;13241;1608;537
10198;12720;13231;13074;276;12930
10199;713;15147;15071;13273;12734
10200;2202;92;13275;12710;5561
10201;5620;2511;5584;713;2208
10202;13236;2517;445;999;102
10203;13239;243;2234;12812;760
10204;910;13222;5504;12674;809
10205;15057;12718;708;15049;13231
10206;130;65;537;13078;12930
10207;5456;5561;1619;5601;15063
10208;12208;999;5456;631;13235
10209;12793;243;1011;5584;12721
10210;716;15029;3855;13236;697
10211;809;5601;15865;15030;1593
10212;2371;2355;206;13207;2208
10213;12720;13282;15061;5475;12716
10214;375;167;12171;12790;1634
10215;2193;456;3917;13212;13241
10216;5553;1143;12817;13292;766
10217;13217;2355;13078;999;12710
10218;456;713;12716;818;13229
10219;1135;12797;13;12720;537
10220;166;2208;436;13276;753
10221;15051;1112;2497;999;172
10222;12098;12817;13211;713;708
10223;15057;12716;375;2516;2354
10224;1619;13514;753;807;1049
10225;999;337;159;456;2291
10226;1630;337;713;397;760
10227;1112;12718;13234;66;12734
10228;2202;5561;12721;766;2214
10229;242;2321;1112;2371;2343
10230;15011;910;15050;602;12812
10231;12734;12208;12932;13;15057
10232;15147;159;2497;15064;12720
10233;13292;102;27;716;12711
10234;818;13241;1136;12720;13080
10235;190;910;3859;13228;223
10236;13276;13509;15403;15052;12711
10237;3855;1140;12754;15029;1122
10238;2348;13243;5584;12674;12179
10239;5580;12718;13241;226;13234
10240;1112;15063;2321;13241;12720
10241;12810;2202;159;13243;13236
10242;818;397;242;206;12790
10243;766;754;1593;13241;15014
10244;753;807;1135;595;12797
10245;12720;13212;102;15052;13275
10246;15065;13274;15061;12209;12793
10247;15057;15415;716;12752;2489
10248;276;27;2193;3917;13286
10249;1608;15063;13276;2489;13230
10250;12793;15061;12208;12720;1608
10251;12776;13236;13241;15057;1593
10252;12171;595;27;13514;12718
10253;13231;2214;2504;5584;5475
10254;12817;15033;13243;12729;12783
10255;13201;13211;13235;13275;12179
10256;708;13277;445;13207;13
10257;760;12752;1110;999;166
10258;2514;713;13292;1014;13231
10259;12720;760;13517;807;818
10260;13217;194;3855;1593;999
10261;12814;12209;2517;15014;27
10262;445;15053;12720;1634;12109
10263;1049;15872;910;114;595
10264;223;2202;66;13235;12720
10265;45;65;810;15053;206
10266;12171;11542;696;337;1136
10267;15011;12179;65;2193;13514
10268;2504;2514;1634;714;697
10269;397;167;15061;15053;15030
10270;1014;766;714;2504;3917
10271;15052;708;2371;397;12803
10272;5601;12929;12797;2511;5594
10273;2516;12098;2202;1122;223
10274;1110;602;1619;754;637
10275;754;5475;1112;716;12930
10276;2193;12745;13509;537;15032
10277;527;1608;445;15033;2517
10278;13201;5504;15029;1143;12716
10279;5584;12797;696;818;436
10280;5561;1593;172;13234;12171
10281;15071;12810;13222;3917;13235
10282;15403;5553;436;575;13
10283;102;13217;436;2321;1619
10284;12711;15872;15403;1109;716
10285;13228;1143;2497;13236;13241
10286;2511;648;13274;13;2497
10287;15071;11542;13277;2234;242
10288;102;13239;159;2214;13517
10289;602;66;13230;12812;13221
10290;810;15415;226;242;1119
10291;13229;190;12734;2489;2511
10292;637;15413;276;1619;5620
10293;15032;13205;12793;13514;15872
10294;714;13274;12098;15051;167
10295;818;1135;13221;713;714
10296;13231;15051;13230;13212;190
10297;15049;471;696;65;12710
10298;631;2291;13241;130;5456
10299;194;13211;2504;15057;12776
10300;807;276;3859;15030;65
10301;2514;12814;5916;12790;5504
10302;102;12930;1112;243;1119
10303;2511;1122;760;12711;13510
10304;13;102;13273;754;12812
10305;713;1135;716;12721;1630
10306;13509;708;602;13224;13277
10307;13517;15413;12754;15030;818
10308;813;5584;12810;2348;5504
10309;13078;12718;12810;13243;12710
10310;223;5456;1049;15063;13230
10311;12179;15071;12709;575;15415
10312;12929;15065;12709;12734;2511
10313;13277;5456;12745;15415;12929
10314;754;12814;13273;716;13517
10315;12716;12929;13201;5916;456
10316;15415;12776;15147;167;15030
10317;2489;12109;13273;13286;15033
10318;1049;2202;1110;2489;5456
10319;13243;15011;714;809;2348
10320;130;456;13231;12783;45
10321;276;1014;13234;12709;12930
10322;226;5580;2193;15053;2291
10323;11542;13509;12209;2193;12754
10324;2514;12734;1119;15029;12209
10325;2202;15029;910;575;15030
10326;13273;575;166;13221;637
10327;716;12783;999;818;15057
10328;5580;65;5620;813;12109
10329;243;809;15064;12776;2517
10330;13074;13510;1630;375;13509
10331;807;3859;27;102;13231
10332;12709;15011;15071;2489;5456
10333;13201;12745;226;13509;471
10334;1049;2202;12734;12716;13239
10335;15065;716;242;602;5475
10336;13221;15065;2516;3917;13215
10337;11542;914;190;910;66
10338;13241;12734;13230;2497;1112
10339;13277;15071;11542;12752;13274
10340;45;1014;375;13509;2193
10341;637;15049;2291;12810;13229
10342;13201;2371;714;1136;2497
10343;697;13273;15049;753;13205
10344;602;13207;13278;194;2371
10345;754;914;242;602;12711
10346;13228;13211;12817;2489;13276
10347;13234;12932;65;713;2355
10348;12812;15014;15057;527;713
10349;13230;12745;12208;1122;12179
10350;5916;13241;12179;5620;2343
10351;65;13241;5580;12109;15030
10352;2234;12729;13228;12930;242
10353;1608;15872;15032;807;13277
10354;15033;15049;810;2511;27
10355;471;13212;1122;12793;13282
10356;471;223;13211;13514;13212
10357;12932;2348;12674;15051;11542
10358;602;13224;13221;166;15061
10359;537;159;5594;190;15071
10360;5553;12810;436;1608;13236
10361;15011;13074;5594;15147;5601
10362;2355;809;13276;5584;13243
10363;397;166;15061;456;13243
10364;5620;13229;766;15071;15415
10365;92;12754;13224;456;65
10366;15403;15050;575;13201;1110
10367;1109;807;1608;2489;13286
10368;15147;1049;13509;1122;130
10369;3855;436;12709;12812;2355
10370;436;12932;1136;602;375
10371;631;12776;817;12710;12734
10372;13212;753;1014;15403;27
10373;1593;12810;813;1014;206
10374;2291;15064;13514;1122;15052
10375;13278;1608;12797;92;13273
10376;2193;5584;12109;15052;15063
10377;818;2355;13234;5561;1143
10378;12930;12098;11542;813;13215
10379;809;2348;276;910;471
10380;12098;13217;1619;166;190
10381;12814;708;445;5475;13274
10382;5553;13514;13230;13222;2497
10383;12932;1112;760;2511;226
10384;1630;13230;12716;13274;714
10385;2517;1119;12793;2208;631
10386;27;631;66;2208;13212
10387;13230;456;15050;15865;13282
10388;2355;1143;2208;12930;12745
10389;2489;1630;13510;102;172
10390;2497;708;436;537;12171
10391;817;15063;130;575;5594
10392;13286;13509;12754;12098;15415
10393;13074;708;12718;15147;1135
10394;1014;12776;13228;15014;13224
10395;1135;537;5594;5580;15415
10396;3859;809;15052;2489;12721
10397;1110;13241;15413;2517;15147
10398;713;1634;5553;15413;13230
10399;190;713;2514;15030;13276
10400;242;3917;12793;337;12734
10401;13224;337;92;2517;13273
10402;12803;5916;13509;12674;13230
10403;13074;172;1136;648;637
10404;15071;1136;15415;13234;1109
10405;12776;130;5561;15053;12793
10406;155;12790;12674;2354;809
10407;15061;167;456;15053;13276
10408;5553;92;1619;999;206
10409;13236;714;5553;766;813
10410;2214;602;5916;2517;1143
10411;27;2371;130;691;15065
10412;15872;15415;13235;13;375
10413;13217;13080;5594;12718;114
10414;2291;1014;2193;471;2343
10415;13222;13282;5620;1140;172
10416;5601;12810;1112;13212;754
10417;1140;15052;648;15030;753
10418;159;13239;13276;12710;12709
10419;1112;631;5561;276;13074
10420;12797;5584;1135;3859;2202
10421;910;13205;2291;12929;13286
10422;13277;471;13509;13078;2343
10423;5456;13205;15865;2517;760
10424;397;456;12783;159;1136
10425;12716;12171;243;3859;1619
10426;1014;12797;648;445;243
10427;12803;2234;5561;5620;1140
10428;12674;817;15032;5601;15415
10429;13517;13205;13275;102;13201
10430;696;2371;13224;12797;13286
10431;27;12209;1136;337;13222
10432;130;1014;2489;2504;12720
10433;13224;13286;2355;12709;3917
10434;631;13276;12710;13277;2517
10435;2208;15033;15065;13239;13276
10436;760;2354;15011;2355;114
10437;155;15032;15865;130;243
10438;456;12718;166;1630;15051
10439;12783;15071;13201;2489;13229
10440;12179;15049;11542;2371;12710
10441;13222;13078;5580;12718;13207
10442;813;15049;15032;13074;13235
10443;5561;12803;13217;13205;11542
10444;697;813;15415;1112;817
10445;12718;13235;27;691;537
10446;13273;1110;3855;809;1135
10447;13222;15403;102;15030;13215
10448;12797;190;15415;445;1619
10449;2202;12109;13211;5456;12783
10450;2489;397;15403;12734;2497
10451;1619;595;12930;714;3855
10452;27;13078;696;1630;167
10453;27;13215;753;1608;5601
10454;15071;3859;713;12930;167
10455;155;2516;13222;575;15014
10456;12783;5580;15014;2516;12817
10457;697;15052;12179;13221;15872
10458;15403;13243;13230;12711;910
10459;15872;27;12098;12179;708
10460;1135;2354;45;12793;13276
10461;12729;130;3917;445;13224
10462;5580;15033;12710;527;818
10463;1630;15033;12716;1608;15061
10464;13243;15011;15071;5584;527
10465;2516;92;2291;15030;13205
10466;436;5561;12812;13278;397
10467;12929;813;2354;397;13517
10468;12179;12929;13282;2291;2202
10469;696;1619;637;1143;13509
10470;12720;13080;12718;5504;13276
10471;397;92;12790;13211;760
10472;12208;12754;760;5504;1136
10473;15865;13236;12109;631;1593
10474;15050;1140;5594;15071;1049
10475;12803;456;15030;13275;2514
10476;15147;13207;15049;13286;13211
10477;910;5916;714;12776;13236
10478;12817;810;1634;697;2343
10479;13078;1135;12783;753;2208
10480;708;1112;13201;13228;5580
10481;13239;910;13517;13224;5504
10482;13239;1634;2343;12709;5620
10483;914;5561;527;12711;12932
10484;12754;12716;5601;13212;337
10485;999;3855;817;716;130
10486;3917;13222;13221;159;12710
10487;13230;12752;206;15415;13243
10488;13212;13509;13074;375;13514
10489;12109;697;999;155;13212
10490;13074;5456;818;910;637
10491;12109;5475;2371;13286;15011
10492;15415;12208;12171;13276;436
10493;12745;2517;130;2371;2202
10494;45;13229;13274;5553;15032
10495;3859;15063;456;527;155
10496;5594;13074;12209;753;817
10497;713;5561;5553;12734;5601
10498;12803;15051;13517;648;2504
10499;13236;809;13217;12745;12729
10500;13274;3859;12793;15029;130
10501;13235;13514;1119;13241;3859
10502;92;1136;114;13241;5456
10503;12709;13205;15064;716;5456
10504;3917;276;15403;206;11542
10505;12674;708;13217;12710;2193
10506;15415;12929;5475;2511;1135
10507;2343;12745;527;2321;12932
10508;2517;15415;766;337;1014
10509;1634;13074;12814;5584;810
10510;12179;637;13239;13274;12745
10511;13228;12109;172;12790;194
10512;12930;1049;13;194;12745
10513;602;13217;2511;130;12810
10514;2511;172;2214;2355;13286
10515;12930;3855;754;65;15057
10516;691;190;637;813;15032
10517;13277;13207;12171;2348;397
10518;2514;66;13211;13074;155
10519;5594;691;15061;2354;11542
10520;2354;1135;12720;12709;12814
10521;13236;12932;337;818;12752
10522;15011;696;637;12709;13215
10523;2321;13217;5584;1136;15051
10524;13222;1135;12720;15403;13276
10525;648;2489;2202;12710;15147
10526;1109;13228;5594;3917;11542
10527;2516;914;13229;12930;375
10528;13277;3855;648;5561;1110
10529;631;12711;27;2343;1011
10530;575;13205;2504;708;13236
10531;15872;13292;13274;223;12803
10532;13230;807;15064;12711;595
10533;15865;5620;15147;337;456
10534;12179;753;5601;1014;13207
10535;810;337;397;754;12930
10536;15030;13276;2497;1135;155
10537;12734;1014;999;15032;1143
10538;1109;15011;5601;1119;194
10539;12716;2321;12793;5620;2517
10540;13235;15063;223;2371;12754
10541;2497;167;2321;575;15051
10542;15415;436;527;12171;5584
10543;13205;602;13274;114;1593
10544;3917;696;13080;12709;2517
10545;696;5553;15052;66;13510
10546;2489;2193;15872;691;27
10547;15053;914;12208;456;1119
10548;1136;15065;12932;66;397
10549;114;13234;12745;13510;1136
10550;15403;15061;2208;12208;15057
10551;575;12783;13292;5475;1122
10552;1608;2371;1634;813;12932
10553;12171;817;5594;13241;2202
10554;914;15057;15403;13239;13278
10555;13274;13241;13215;2489;15071
10556;5594;2321;15071;15061;13078
10557;456;15147;13277;2343;631
10558;45;2514;1109;13222;1619
10559;12209;2193;15050;397;13274
10560;1122;13207;13230;2489;12745
10561;12710;13277;13230;13235;15071
10562;13201;1619;12710;13074;445
10563;223;12776;527;2214;1143
10564;12793;12734;537;2371;12716
10565;12208;12209;13080;12776;5504
10566;13273;1143;12109;5504;12929
10567;5580;696;12783;13221;13080
10568;12674;12171;13275;648;13286
10569;65;12674;12790;13235;15014
10570;1122;15415;12783;697;12720
10571;114;1634;65;12803;12745
10572;276;1140;1014;102;13241
10573;13235;1119;631;13276;754
